Identifiant,Nom_officiel,Adresse,Code_postal,Ville,Departement,Region,Coordonnees,Categorie,Domaine_thematique,Themes,Protection_batiment,Protection_espace,URL,Date_de_mise_a_jour
M0050,Château de Bourdeilles,Inconnu,24310,Bourdeilles,Dordogne,Nouvelle-Aquitaine,"45.321359, 0.586014",musée en milieu rural,Beaux-Arts,Inconnu,Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00082391?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&ou=%5B%22Bourdeilles%22%5D&last_view=%22list%22&idQuery=%2204d770-b401-b1fc-a23-e2bbbcc0e2cf%22,Inconnu,www.chateau-bourdeilles.fr/fr,2025-04-14
M0051,musée Fernand Desmoulins,boulevard Charlemagne,24310,Brantôme-en-Périgord,Dordogne,Nouvelle-Aquitaine,"45.364385, 0.647127",musée en milieu rural,Art moderne et contemporain,"Antiquités étrangères : Orientales;Archéologie nationale : Préhistoire, Gallo-romain;Arts décoratifs : Céramique, Mobilier;Beaux-Arts : Dessin, Peinture, Sculpture",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00082403?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&ou=%5B%22Brant%C3%B4me%22%5D&last_view=%22list%22&idQuery=%22acf0cbb-4beb-3a8-cda-5218a2bbae6b%22,Site classé.,www.perigord-dronne-belle.fr/fr/musee-fernand-desmoulin-PCUAQU024FS00036/,2025-07-29
M0052,musée Paul Reclus,place de la halle,24250,Domme,Dordogne,Nouvelle-Aquitaine,"44.803211, 1.214147",musée en milieu rural,Ethnologie;Histoire,"ETHNOLOGIE,Métier et outils. Histoire locale et régionale",Inconnu,Site patrimonial remarquable.,www.sarlat.info/decouvrir/musees/musee-paul-reclus-a-domme/,2025-04-15
M0053,musée Eugène Le Roy,place Bertran-de-Born,24290,Montignac-Lascaux,Dordogne,Nouvelle-Aquitaine,"45.063722, 1.163336",musée littéraire ; musée en milieu rural,Beaux-Arts;Ethnologie;Histoire;Littérature,"Ethnologie : Costume, Habitat, Mobilier, Métiers et Outils;Histoire : Histoire locale et régionale",Inconnu,Secteur sauvegardé,Inconnu,2025-07-29
M0054,musée des arts et traditions populaires,2-6 rue Raoul Grassin,24400,Mussidan,Dordogne,Nouvelle-Aquitaine,"45.037634, 0.361673",musée en milieu rural,Archéologie;Arts décoratifs;Beaux-arts;Ethnologie;Histoire;Technique et industrie,"Arts décoratifs : Céramique, Mobilier, Orfèvrerie, Textiles, Verrerie;Collections militaires : Armes, Uniformes, Armures;Ouvrages de bibliophilie;Ethnologie : Costume, Habitat, Mobilier, Métiers et Outils, Pratiques religieuses et collectives;Sciences de la nature : Entomologie, Géologie, Mammalogie, Minéralogie, Ornithologie, Paléontologie;Archéologie nationale",Inconnu,Inconnu,museevoulgre.fr/,2025-04-15
M0055,musée départemental de la Poupée et du Jouet,Avenue du général Leclerc,24300,Nontron,Dordogne,Nouvelle-Aquitaine,"45.527264, 0.660717",musée en milieu rural,Arts décoratifs;Ethnologie,Arts décoratifs (Poupées et jouets);Histoire : Musée thématique,Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00082714?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&ou=%5B%22Nontron%22%5D&last_view=%22list%22&idQuery=%227b0aaa-bdc0-c4d3-1a3-f401b2300722%22,Site patrimonial remarquable.,Inconnu,2025-04-15
M0056,musée militaire - souvenirs du Périgord,32 rue des Farges,24000,Périgueux,Dordogne,Nouvelle-Aquitaine,"45.183285, 0.720943",Inconnu,Beaux-arts;Histoire;Photographie,"Collections militaires : Armes,Histoire militaire, Archives papier",Inconnu,Abords d'un Monument historique. Site patrimonial remarquable.,www.museemilitaire-perigord.fr/,2024-01-25
M0057,musée d'art et d'archéologie du Périgord,22 cours Tourny,24000,Périgueux,Dordogne,Nouvelle-Aquitaine,"45.186039, 0.72395",Inconnu,Archéologie;Beaux-arts;Sciences de la nature;Ethnologie;Afrique;Amérique;Asie;Océanie;Arts de l'Islam,"Antiquités étrangères : Grecques et romaines, Egyptiennes;Archéologie nationale : Préhistoire, Protohistoire, Gallo-romain, Paléo-chrétien, Médiéval;Art moderne et contemporain;Art religieux (Emaux de limoges, sculptures médiévales,dyptique de Rabastens);Arts décoratifs : Céramique, Mobilier;Beaux-Arts : Dessin, Estampe et Affiche, Peinture, Sculpture;Civilisations extra-européennes : Africaines, Américaines, Asiatiques, Islamiques, Océaniennes;Collections militaires : Armes;Sigillographie;Ethnologie : Costume;Musique : Instruments (extra-europenns);Sciences de la nature : Botanique, Paléontologie",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA24000099?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&ou=%5B%22P%C3%A9rigueux%22%5D&last_view=%22list%22&idQuery=%22a738685-c4e0-ddd-ae03-07c376244fcb%22,Site patrimonial remarquable.,www.perigueux-maap.fr/,2024-01-25
M0058,musée de site médiéval,Inconnu,24440,Saint-Avit-Senieur,Dordogne,Nouvelle-Aquitaine,"44.77393, 0.815624",Inconnu,Archéologie;Histoire;Arts décoratifs,Inconnu,Inconnu,Inconnu,Inconnu,2023-04-12
M0060,musée de Sarlat et du Périgord noir,mairie,24206,Sarlat-la-Canéda,Dordogne,Nouvelle-Aquitaine,"44.89456376265919, 1.2330483275891506",Inconnu,Archéologie;Arts décoratifs;Beaux-arts;Ethnologie;Histoire;Photographie;Sciences fondamentales;Technique et industrie,Inconnu,Site patrimonial remarquable.,Inconnu,webmuseo.com/ws/sarlat/app/collection/expo/13,2025-07-29
M0061,musée municipal,hôtel de ville,24610,Villefranche-de-Lonchat,Dordogne,Nouvelle-Aquitaine,"44.94827, 0.056581",musée en milieu rural,Archéologie;Histoire;Technique et industrie,"Archéologie nationale : Préhistoire, Protohistoire, Gallo-romain, Paléo-chrétien, Médiéval;Art religieux (Cuve baptismale, classée Monument Historique, mobilier d'église des 17 et 18e siècles);Ethnologie : Habitat, Mobilier, Métiers et Outils;Histoire : Histoire locale et régionale",Inconnu,Inconnu,museeleoniegardeau.wixsite.com/monsite,2025-04-15
M0062,musée archéologique,mairie,33540,Blasimon,Gironde,Nouvelle-Aquitaine,"44.748299, -0.074554",musée en milieu rural,Archéologie;Histoire,"Archéologie nationale : Préhistoire, Protohistoire, Paléo-chrétien, Médiéval",Inconnu,Secteur sauvegardé (Place centrale d'une bastide),Inconnu,2025-04-14
M0063,musée d'Art et d'Histoire du Pays Blayais,citadelle,33390,Blaye,Gironde,Nouvelle-Aquitaine,"45.126358, -0.66364",Inconnu,Archéologie;Histoire,"Préhistoire, Gallo-romain, Paléo-chrétien, Médiéval, Moderne;Architecture et urbanisme;Arts décoratifs : Céramique;Beaux-Arts : Dessin, Estampe et Affiche, Peinture;Collections militaires : Uniformes, Armures;Archives papier, Archives sonores, Fonds ancien d’imprimés, Photographie, Ouvrages de bibliophilie, Plans;Histoire : Période historique (Restauration), Musée thématique (Construction de la citadelle, captivité de Marie-Caroline), Histoire locale et régionale, Histoire militaire (La garnison de Blaye), Biographie (André Lamandé, André Lafon);Sciences et techniques : Sciences médicales (Pots de pharmacie du XVIIIe et XIXe siècles)",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00083152?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&ou=%5B%22Blaye%22%5D&last_view=%22list%22&idQuery=%226d624a5-c268-183-ef6b-014c7d6d1%22,Site patrimonial remarquable.,www.blaye.fr/culture-et-loisirs/musees/80-musee-d-histoire-et-d-archeologie.html,2025-03-06
M0064,musée d'Aquitaine,20 cours Pasteur,33000,Bordeaux,Gironde,Nouvelle-Aquitaine,"44.835543, -0.575205",Inconnu,Archéologie;Arts décoratifs;Beaux-arts;Arts de l'Islam;Histoire;Mémoire de l'esclavage;Photographie;Ethnologie;Afrique;Amérique;Asie;Océanie,"Antiquités étrangères : Grecques et romaines, Egyptiennes, Orientales;Archéologie nationale : Préhistoire, Protohistoire, Gallo-romain, Paléo-chrétien, Médiéval, Moderne;Architecture et urbanisme;Art religieux (fragments d'architecture : colonnes, chapiteaux);Arts décoratifs : Céramique, Mobilier, Orfèvrerie, Textiles, Verrerie;Beaux-Arts : Dessin, Estampe et Affiche, Peinture, Sculpture;Civilisations extra-européennes : Africaines, Asiatiques, Islamiques, Océaniennes;Collections militaires : Armes;Autres collections : Archives sonores, Plans;Ethnologie : Costume, Habitat, Mobilier, Métiers et Outils, Pratiques religieuses et collectives : Histoire : Histoire locale et régionale;Musique : Instruments;Sciences et techniques : Agro-alimentaire, Navigation et Pêche, Transports terrestres",Inconnu,Inconnu,www.musee-aquitaine-bordeaux.fr/,2024-01-25
M0065,musée des beaux-arts,20 cours d'Albret,33000,Bordeaux,Gironde,Nouvelle-Aquitaine,"44.838056, -0.579413",Inconnu,Beaux-Arts,"Beaux-Arts : Dessin, Estampe et Affiche, Peinture, Sculpture",Inconnu,Abords d'un Monument historique (à 500 m de la cathédrale Saint-André et du Palais Rohan),/www.musba-bordeaux.fr/,2024-02-07
M0066,musée des arts décoratifs et du design,39 rue Bouffard,33000,Bordeaux,Gironde,Nouvelle-Aquitaine,"44.838956, -0.579686",Inconnu,Arts décoratifs;Mémoire de l'esclavage,"Art moderne et contemporain (Design XXe siècle);Arts décoratifs : Céramique, Mobilier, Orfèvrerie, Verrerie, Autre(s), (Miniatures sur ivoire);Beaux-Arts : Dessin, Estampe et Affiche, Peinture, Sculpture;Civilisations extra-européennes : Asiatiques, Islamiques;Collections militaires : Armes",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA33000203?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&mainSearch=%22Lalande%22&ou=%5B%22Bordeaux%22%5D&last_view=%22list%22&idQuery=%2272fd57-615-3fad-25d2-bb1756704fb%22,Site Inscrit,madd-bordeaux.fr/,2025-07-15
M0067,CAPC-musée d'Art Contemporain,7 rue Ferrère,33000,Bordeaux,Gironde,Nouvelle-Aquitaine,"44.848186, -0.572137",Inconnu,Art moderne et contemporain,Art moderne et contemporain,Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00083179?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&mainSearch=%22entrep%C3%B4ts%22&ou=%5B%22Bordeaux%22%5D&last_view=%22list%22&idQuery=%224cee22-6a4-73ab-76fe-4162d41a1ad8%22,Site inscrit.,www.capc-bordeaux.fr,2023-04-12
M0068,centre national Jean Moulin,48 rue Vital Carles,33000,Bordeaux,Gironde,Nouvelle-Aquitaine,"44.838651, -0.577869",Inconnu,Histoire,Beaux-Arts : Peinture;Collections militaires : Armes;Histoire : Période historique,Inconnu,Abords d'un Monument historique,www.bordeaux.fr/p63906/centre-jean-moulin,2023-04-12
M0070,musée de la voiture à cheval - Au temps des calèches,place du district,33710,Bourg,Gironde,Nouvelle-Aquitaine,"45.039017, -0.55971",musée en milieu rural,Histoire;Technique et industrie,"Sciences et techniques, Transports terrestres;Ethnologie;Arts du spectacle, Art forain",Inconnu,Abords d'un Monument historique.,www.bourg-gironde.fr/tourisme/chateau-de-citadelle/,2025-07-29
M0071,musée Municipal,Esplanade Charles de Gaulle,33190,La Réole,Gironde,Nouvelle-Aquitaine,"44.581128, -0.041074",musée en milieu rural,Archéologie;Arts décoratifs;Histoire;Technique et industrie,"Archéologie nationale : Préhistoire, Protohistoire, Médiéval;Art moderne et contemporain;Art religieux;Arts décoratifs : Textiles;Arts du spectacle : Cinéma (Projecteur à éclairage à arc);Beaux-Arts : Peinture, Sculpture;Collections militaires : Uniformes, Armures;Manuscrits, incunables, Numismatique;Ethnologie : Costume, Métiers et Outils;Histoire : Histoire locale et régionale;Sciences de la nature : Malacologie, Paléontologie",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00083699?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&ou=%5B%22R%C3%A9ole%20%28La%29%22%5D&last_view=%22list%22&idQuery=%22bde6ce-42cb-da8f-86f-b5027f6341cf%22,Abords d'un Monument historique. Site patrimonial remarquable.,Inconnu,2025-04-15
M0072,musée des beaux-arts et d'archéologie,42 place Abel Surchamp,33500,Libourne,Gironde,Nouvelle-Aquitaine,"44.914487, -0.245068",Inconnu,Archéologie;Arts décoratifs;Art moderne et contemporain;Beaux-arts;Photographie;Ethnologie;Afrique;Amérique;Asie;Océanie,"Antiquités etrangères : Grecques et romaines;Archéologie nationale : Préhistoire, Protohistoire, Gallo-romain, Paléo-chrétien, Médiéval, Moderne;Art moderne et contemporain;Art religieux;Arts décoratifs : Verrerie;Beaux-Arts : Dessin, Estampe et Affiche, Sculpture;Civilisations extra-européennes : Africaines, Américaines, Asiatiques, Océaniennes;Collections militaires : Armes, Artillerie, Uniformes, Armures;Photographie, Moulages, Numismatique;Ethnologie : Métiers et Outils;Histoire : Histoire locale et régionale;Musique : Instruments;Sciences de la nature : Herpétologie, Minéralogie",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00083597?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&ou=%5B%22Libourne%22%5D&last_view=%22list%22&idQuery=%227787c6-787e-3fe8-6a6-1fae0e1b5ea%22,Site patrimonial remarquable. Site classé.,www.libourne.fr/culturelle/musee-des-beaux-arts,2025-03-20
M0073,musée historique du vieux Libourne,Mairie,33500,Libourne,Gironde,Nouvelle-Aquitaine,"44.914803303323666, -0.24517994951765779",Inconnu,Archéologie;Histoire,Inconnu,Inconnu,Site patrimonial remarquable.,www.libourne.fr/information-transversale/annuaires/annuaire-des-associations/societe-historique-et-archeologique-384,2025-03-06
M0074,musée d'histoire et d'archéologie,Mairie,33330,Saint-Emilion,Gironde,Nouvelle-Aquitaine,"44.89461759278015, -0.15570843063469111",musée en milieu rural,Inconnu,Inconnu,Inconnu,Inconnu,www.saint-emilion-histoire.fr,2025-04-15
M0075,musée Municipal,rue Jean Lapeyre,33730,Villandraut,Gironde,Nouvelle-Aquitaine,"44.457512, -0.372793",musée en milieu rural,Archéologie;Ethnologie;Photographie,Archéologie nationale : Protohistoire;Arts décoratifs : Mobilier;Ethnologie : Métiers et Outils,Inconnu,Abords d'un Monument historique.,musee-de-villandraut.jimdofree.com/,2025-04-15
M0076,musée historique de l'hydravion,332 avenue Louis Breguet,40600,Biscarrosse,Landes,Nouvelle-Aquitaine,"44.388887, -1.182563",Musée de site,Histoire;Sciences fondamentales;Technique et industrie,Histoire : Musée thématique;Sciences et techniques : Aéronautique,Inconnu,Inconnu,www.hydravions-biscarrosse.com/,2024-01-25
M0077,musée de Borda,11bis rue des Carmes,40100,Dax,Landes,Nouvelle-Aquitaine,"43.710655, -1.054061",Inconnu,Beaux-arts;Archéologie;Ethnologie;Histoire;Sciences fondamentales;Arts décoratifs,"Archéologie nationale : Gallo-romain, Médiévale (éléments d'architecture, statues, autels votifs, croix, numismatique, céramiques...);Arts décoratifs : Céramique (Dax-Samadet);Beaux-Arts (tauromachie, paysage landais);Sciences fondamentales : Astronomie, Physique;Sciences et techniques : Navigation et Pêche (instruments de navigation);Sciences de la nature : Botanique, Malacologie, Paléontologie.",Protégé au titre des Monuments historiques (monument gallo-romain de la crypte).,Site patrimonial remarquable.,www.dax.fr/fiche-annuaire/musee-de-borda/,2024-02-07
M0078,musée départemental d’histoire et d’archéologie,785 route de l'abbaye,40300,Hastingues,Landes,Nouvelle-Aquitaine,"43.52735, -1.12142",musée en milieu rural,Archéologie;Histoire,"Archéologie nationale : Préhistoire, Gallo-romain",Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00083954?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&listResPage=2&ou=%5B%22Hastingues%22%5D&resPage=2&last_view=%22list%22&idQuery=%22bf4fccc-dfbb-a208-0143-bad413f1077%22,Site classé.,www.landes.fr/abbaye-arthous,2025-04-15
M0079,atelier- musée,Inconnu,40430,Luxey,Landes,Nouvelle-Aquitaine,"44.262826, -0.520865",écomusée ; musée en milieu rural,Ethnologie;Technique et industrie,Ethnologie;Histoire;Sciences et techniques : Industrie,Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00084023?base=%22merimee%22&qb=%5B%7B%22field%22%3A%5B%22ACTU.keyword%22%5D%2C%22operator%22%3A%22%2A%22%2C%22value%22%3A%22mus%C3%A9e%22%2C%22combinator%22%3A%22AND%22%2C%22index%22%3A0%7D%5D&last_view=%22list%22&idQuery=%22b41ed48-1eb-3cc6-b55f-241fdc88245b%22,Parc naturel.,Inconnu,2025-04-15
M0080,écomusée de la Grande Lande,route de Solférino,40630,Sabres,Landes,Nouvelle-Aquitaine,"44.149414, -0.749433",Ecomusée,Ethnologie;Sciences de la nature;Technique et industrie,"Art religieux (vêtement et objet de culte);Arts décoratifs : Mobilier, Orfèvrerie, Textiles, Verrerie;Beaux-Arts : Dessin, Estampe et Affiche, Peinture, Sculpture;Autres collections : Archives papier, Archives sonores, Photographie, Manuscrits, incunables, Partitions, Plans, Autre(s), (Collection de céréales rustiques anciennes, différentes races d'animaux.);Ethnologie : Costume, Habitat, Mobilier, Métiers et Outils, Pratiques religieuses et collectives, Autre(s), (Histoire des techniques);Histoire : Histoire locale et régionale, Histoire religieuse;Musique : Instruments;Sciences et techniques (Technique de distillation),",Protégé au titre des Monuments historiques (annexe Luxey) : https://www.pop.culture.gouv.fr/notice/merimee/PA00084023?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&ou=%5B%22Luxey%22%5D&last_view=%22list%22&idQuery=%222e2faa5-0d0d-cce4-0ad3-ec553480f0bd%22,Parc naturel.,www.marqueze.fr/,2024-02-07
M0081,musée Despiau Wlérick,place Marguerite de Navarre,40000,Mont-de-Marsan,Landes,Nouvelle-Aquitaine,"43.8926, -0.498893",Inconnu,Arts décoratifs;Beaux-Arts;Art moderne et contemporain,Art moderne et contemporain;Beaux-Arts : Sculpture,Protégé au titre des Monuments historiques : https://www.pop.culture.gouv.fr/notice/merimee/PA00083975?base=%5B%22Patrimoine%20architectural%20%28M%C3%A9rim%C3%A9e%29%22%5D&ou=%5B%22Mont-de-Marsan%22%5D&last_view=%22list%22&idQuery=%2224a1ec-6eae-e4fb-b65e-0c860c6a02a%22,Inconnu,www.montdemarsan.fr/lutece/jsp/site/Portal.jsp?page_id=108,2025-03-06
