Identifiant (ID),Nom de l'organisme,Code postal,Département,Commune,Lien vers la ressource,"si ""enfants"", merci de préciser le niveau scolaire",Titre de la ressource,"Activité proposée (apprendre, se divertir, s’informer,...)",Public cible,Types de ressources proposées,Thématiques,Contenus adaptés aux types de handicap,"Temps d’activité estimé (lecture, écoute, visionnage, jeu)",Pérennité de la ressource
2344,Piccola Familia,76000,76,Rouen,http://www.lapiccolafamilia.fr/richard-iii-attacks/,,RIchard III attacks,Jeux,Tous publics,Jeux,"Théâtre, Spectacles",,Le temps d’une soirée,Accès permanent
2359,Bibliothèque nationale de France (BNF),75001,75,Paris,https://www.youtube.com/user/BnFPop,,BnF collection sonore – Pop Music,Jeux,Tous publics,"Vidéo, flux en direct, programmes en différé","Musique, concerts et opéras",,Le temps d’une soirée,Accès permanent
2482,Musée des beaux-arts et d'archéologie de Besançon,25000,25,Besançon,https://www.mbaa.besancon.fr/360,,Visite virtuelle en 360°,"Expos, musées",Tous publics,Expositions virtuelles,"Archéologie,Musées,Peinture,Sculpture",,Le temps d’une soirée,Accès permanent
2506,musées de Soissons,02200,02,Soissons,https://my.matterport.com/show/?m=cUYd5BDDX8i&fbclid=IwAR1Z9dFQMAAinl5uuu5XmlqD64RqSCf1_JKWAoWokasbHU4i6IkuNWJ5T0Y,,Visite de l'ancienne abbaye Saint-Léger - musée d'art et d'histoire de Soissons,"Expos, musées",Tous publics,Expositions virtuelles,"Architecture et patrimoine,Arts visuels",,Le temps d’une soirée,Accès permanent
2519,Gaîté lyrique,75001,75,Paris,https://gaite-lyrique.net/plein-ecran/en-famille,Primaire|Collège,"""Plein écran"" en famille",Jeux,Enfants,"Vidéo, flux en direct, programmes en différé,Création et pratiques artistiques","Cinéma,Littérature, sciences humaines, langues,Théâtre, Spectacles",,Le temps d’un vrai déjeuner,Accès permanent
2551,Lugdunum Musée et théâtres romains,69005,69,Lyon,https://lugdunum.grandlyon.com/visite-virtuelle/,,"Une salade, César ? La cuisine romaine de la taverne au banquet","Expos, musées",Tous publics,Expositions virtuelles,"Archéologie,Architecture et patrimoine",Sous-titrage,Le temps d’un vrai déjeuner,Accès permanent
2599,France Culture,75001,75,Paris,https://www.franceculture.fr/emissions/fictions-theatre-et-cie/cycle-jean-racine?fbclid=IwAR1RB-Oiu14HbO2-cHhI1iOnxY9ZhYCS1WyH3e,,Cycle Racine par France Culture avec la Comédie-Française,Audios,Tous publics,"Audio, radio, podcasts","Théâtre, Spectacles",,Le temps d’un week-end,Accès permanent
2620,Musée d'art moderne de la Ville de Paris,75001,75,Paris,https://www.mam.paris.fr/fr/activites-la-maison,Primaire,Activités à la maison du MAM Paris,Partager ses passions,Enfants,Création et pratiques artistiques,"Arts visuels,Musées",,Le temps d’un vrai déjeuner,Accès permanent
2644,Bourse de Commerce - Pinault Collection,75001,75,Paris,https://www.pinaultcollection.com/fr/boursedecommerce/ca-commence-comme-ca,,« Ça a commencé comme ça »,"Expos, musées",Tous publics,"Audio, radio, podcasts","Architecture et patrimoine,Arts visuels,Musées,Peinture,Photographie,Sculpture",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
2659,Musée de Lodève,34700,34,Lodève,https://www.museedelodeve.fr/derniers-impressionnistes-oeuvres-commentees,,Derniers impressionnistes : œuvres commentées,"Expos, musées",Tous publics,"Vidéo, flux en direct, programmes en différé","Arts visuels,Musées,Peinture",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
2680,Visites imaginaires,75001,75,Paris,https://www.visiteimaginaire.com/podcasts/les-vizim/,Primaire|Collège,Les Vizim',Audios,Enfants,"Audio, radio, podcasts",Musées,,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1428,Forum des images,75001,75,Paris,https://jeframe.forumdesimages.org/#/,,Ciné-jeux,Jeux,Enfants,Jeux,Cinéma,,Le temps d’un vrai déjeuner,Accès permanent
1625,Espace de l'Art Concret,06370,06,Mouans-Sartoux,https://www.cnap.fr/collection-en-ligne#/artworks?filters=query%3AAlbers-Honegger,,Collection Albers-Honegger,Approfondir ses connaissances,Tous publics,"Ressources pédagogiques,Images, collections numérisées, bases de données",Arts visuels,Navigation au clavier,Le temps d’un week-end,Accès permanent
2306,Institut national de recherches archéologiques préventives,75001,75,Paris,https://www.inrap.fr/culturecheznous-2-15332?utm_source=newsletter&utm_medium=email&utm_campaign=n%25C2%25B022%2520%257C%2520mer,,Culturecheznous#2,Approfondir ses connaissances,Tous publics,"Vidéo, flux en direct, programmes en différé,Ressources pédagogiques",Archéologie,,Toute une vie ne suffit pas,Accès permanent
2424,Centre Pompidou,75001,75,Paris,https://www.youtube.com/playlist?list=PL5RSjCvtcKQjxW-7DaoA4r0t5eCttlHFj,Maternelle|Primaire|Collège,100(0) moments de dessin,Partager ses passions,Enfants,Création et pratiques artistiques,Arts visuels,,Le temps d’un vrai déjeuner,Accès permanent
2603,Monastère de Brou,01000,01,Bourg-en-Bresse,https://visite-virtuelle.immersivr.fr/Exposition-VALADON-et-ses-contemporaines-Monast%C3%A8re-de-BROU/index.htm,,Exposition « Valadon et ses contemporaines »,"Expos, musées",Tous publics,Expositions virtuelles,"Peinture,Sculpture",,Le temps d’une soirée,Accès permanent
2690,Chateau de Versailles,78000,78,Versailles,http://www.lescarnetsdeversailles.fr/,,Les carnets de versailles - Magazine du chateau de Versailles,"Expos, musées",Tous publics,"Images, collections numérisées, bases de données","Architecture et patrimoine,Arts visuels,Histoire,Monuments historiques,Musique, concerts et opéras,Parcs et jardins,Peinture,Sculpture,Théâtre, Spectacles",,Le temps d’un vrai déjeuner,Accès permanent
2697,Mucem (Musée des civilisations de l'Europe et de la Méditerranée),13000,13,Marseille,https://www.youtube.com/c/MucemMarseille/playlists?view=50&sort=dd&shelf_id=9,,Le temps des archives-en partenariat avec lINA,Approfondir ses connaissances,Tous publics,"Vidéo, flux en direct, programmes en différé","Archives,Arts visuels,Audiovisuel,Histoire,Musées",,Le temps d’un vrai déjeuner,Accès permanent
2708,Fonds régional d'Art contemporain Bretagne,35000,35,Rennes,https://www.fracbretagne.fr/fr/participer/radio-bzzzzzh/,,RADIO BZZZZZH,"Expos, musées",Tous publics,"Audio, radio, podcasts","Arts visuels,Peinture,Photographie,Sculpture",,Le temps d’un vrai déjeuner,Accès permanent
669,Bibliothèque municipale,21000,21,Dijon,https://www.jigsawplanet.com/BMDijon?rc=upuzzles,,Les puzzles patrimoniaux,Jeux,Tous publics,Jeux,"Littérature, sciences humaines, langues,Peinture",,Le temps d’une soirée,Accès permanent
683,Bibliothèque nationale de France (BNF),75001,75,Paris,https://www.bnf.fr/fr/masterclasses-litteraires,,Master classes littéraires,Audios,Tous publics,"Audio, radio, podcasts","Littérature, sciences humaines, langues",,Le temps d’un vrai déjeuner,Accès permanent
747,Cité internationale de la bande dessinée et de l’image,16000,16,Angoulême,http://collections.citebd.org/in/faces/homeInBook.xhtml,,Collections numérisées de la bande-dessinée,"Expos, musées",Tous publics,"Images, collections numérisées, bases de données",Bande dessinée,,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
839,France Télévisions,75001,75,Paris,https://educateurs.lumni.fr/,,Lumni enseignement et éducateurs,"Films, documentaires, vidéos",Parents / Éducateurs,"Audio, radio, podcasts,Ressources pédagogiques,Vidéo, flux en direct, programmes en différé","Audiovisuel,Éducation artistique et culturelle",,Toute une vie ne suffit pas,Accès permanent
863,Institut national de l'audiovisuel (INA),94366,94,Bry-sur-Marne,https://www.youtube.com/user/Inasociete,,INA Société,"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé,Expositions virtuelles","Audiovisuel,Histoire,Littérature, sciences humaines, langues",,Toute une vie ne suffit pas,Accès permanent
910,Le Hall de la Chanson,75001,75,Paris,https://www.lehalldelachanson.com/ressources,,Ressources en ligne,Audios,Tous publics,"Audio, radio, podcasts","Histoire,Musique, concerts et opéras",,Le temps d’une soirée,Accès permanent
929,Maison de la Poésie,75001,75,Paris,https://www.youtube.com/playlist?list=PLV2K5WbG4Ad-6P4a0yLcRG52_HlVZUNNb,,Sur la scène - Intégrales,Approfondir ses connaissances,Tous publics,"Vidéo, flux en direct, programmes en différé","Littérature, sciences humaines, langues",,Le temps d’un vrai déjeuner,Accès permanent
948,Ministère de la Culture,75001,75,Paris,https://www.pci-lab.fr/,,Patrimoine culturel immatériel,Approfondir ses connaissances,Tous publics,"Images, collections numérisées, bases de données","Littérature, sciences humaines, langues",,Le temps d’un vrai déjeuner,Accès permanent
1108,Opéra Orchestre national Montpellier,34000,34,Montpellier,https://www.opera-orchestre-montpellier.fr/page/podcasts,,"L'Orchestre, mode d'emploi",Audios,Tous publics,"Audio, radio, podcasts","Musique, concerts et opéras",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1436,Mucem (Musée des civilisations de l'Europe et de la Méditerranée),13002,13,Marseille,https://www.mucem.org/page-search?term=skateboard&type=collection,,Collections en ligne du Mucem,"Expos, musées",Tous publics,"Images, collections numérisées, bases de données",Musées,,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1659,Louvre-Lens,62300,62,Lens,https://www.louvrelens.fr/mon-louvre-lens/,,Mon Louvre-Lens,Jeux,Tous publics,"Jeux,Création et pratiques artistiques",Éducation artistique et culturelle,Navigation au clavier,Le temps d’un week-end,Accès permanent
574,Air Productions,75001,75,Paris,https://mytaratata.com/taratata/20000,,My Taratata à la maison,"Concerts, spectacles",Tous publics,"Vidéo, flux en direct, programmes en différé","Musique, concerts et opéras",,Le temps d’une soirée,Accès permanent
577,Aquarium tropical,75001,75,Paris,https://www.aquarium-tropical.fr/ressources,,Des vidéos pour comprendre,"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé","Musées,Sciences",,Le temps d’un vrai déjeuner,Accès permanent
593,Archives départementales - Dordogne,24000,24,Périgueux,https://archives.dordogne.fr/r/7/archives-numerisees/archives,,Archives en ligne,Approfondir ses connaissances,Tous publics,"Vidéo, flux en direct, programmes en différé,Images, collections numérisées, bases de données",Archives,,Le temps d’une soirée,Accès permanent
639,Archives municipales et métropolitaines,45040,45,Orléans,http://archives.orleans-metropole.fr/r/639/jeux/,,Jouez avec les archives,Jeux,Tous publics,Jeux,Archives,Jeu utilisant du HTML,Le temps d’un vrai déjeuner,Accès permanent
733,Château-Musée de Nemours,77140,77,Nemours,https://fr.calameo.com/accounts/6198282,,#Culturecheznous,"Expos, musées",Tous publics,Ressources pédagogiques,"Architecture et patrimoine,Musées",,Le temps d’un vrai déjeuner,Accès permanent
751,Collège de France,75001,75,Paris,http://omnia.college-de-france.fr/primo_library/libweb/action/search.do?&vid=33PSL-CDF_V1,,"Omnia, explorez les ressources documentaires du Collège de France",Approfondir ses connaissances,Tous publics,Livres numériques,"Littérature, sciences humaines, langues",,Toute une vie ne suffit pas,Accès permanent
792,Editions Le Robert,75001,75,Paris,https://dictionnaire.lerobert.com/,,Dico en ligne,Approfondir ses connaissances,Tous publics,"Images, collections numérisées, bases de données","Littérature, sciences humaines, langues",,Le temps d’une soirée,Accès permanent
939,Médiathèques Moulins Communauté,03000,03,Moulins,http://mediatheques.agglo-moulins.fr/accueil/epub-libres,,Livres libres à télécharger,Livres,Tous publics,Livres numériques,"Littérature, sciences humaines, langues",,Toute une vie ne suffit pas,Accès permanent
977,Musée d'art moderne et contemporain Saint-Etienne Métropole,42270,42,Saint-Priest-En-Jarez,https://mamc.saint-etienne.fr/fr/collections,,Collections en ligne,"Expos, musées",Tous publics,"Images, collections numérisées, bases de données","Arts décoratifs, design, métiers d’art,Arts visuels,Musées",,Le temps d’un vrai déjeuner,Accès permanent
1043,Musée du quai Branly - Jacques Chirac,75001,75,Paris,https://www.youtube.com/user/quaibranly/videos,,Spectacles et concerts,"Concerts, spectacles",Tous publics,"Vidéo, flux en direct, programmes en différé","Musique, concerts et opéras",,Le temps d’une soirée,Accès permanent
640,Archives nationales,93383,93,Pierrefitte-sur-Seine,http://www.archives-nationales.culture.gouv.fr/fr/web/guest/visites-virtuelles,,Visites virutelles,"Expos, musées",Tous publics,Expositions virtuelles,Histoire,,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
645,ART'M - Créateurs Associés,42000,42,Saint-etienne,https://www.expoclock.org/,,Clock - Les horloges du vivant,"Expos, musées",Tous publics,Expositions virtuelles,Sciences,,Le temps d’un vrai déjeuner,Accès permanent
1307,Musée Rodin,75001,75,Paris,https://tour.aiwebservices.com/c/museerodinjardin/,,Balade sonore dans le jardin de sculptures,"Expos, musées",Tous publics,Expositions virtuelles,"Musées,Sculpture",,Le temps d’un vrai déjeuner,Accès permanent
1311,Bibliothèques de Nancy,54000,54,NANCY,http://lalorrainedesecrivains.fr/,,Sur les pas des écrivains en Lorraine,Livres,Tous publics,"Audio, radio, podcasts","Littérature, sciences humaines, langues",,Le temps d’un week-end,Accès permanent
1327,Musée des beaux-arts de Caen,14000,14,Caen,https://mba.caen.fr/collections,,Collections en ligne,"Expos, musées",Tous publics,"Images, collections numérisées, bases de données","Musées,Peinture,Sculpture",,Le temps d’un vrai déjeuner,Accès permanent
1383,Cité de la musique - Philharmonie de Paris,75001,75,Paris,https://live.philharmoniedeparis.fr/,,Philharmonie Live,"Concerts, spectacles",Tous publics,"Vidéo, flux en direct, programmes en différé","Musique, concerts et opéras",,Le temps d’une soirée,Accès permanent
1391,Documents d'Artistes Bretagne,29200,29,Brest,http://ddab.org,,Documents d'Artistes Bretagne,"Expos, musées",Tous publics,"Images, collections numérisées, bases de données","Arts visuels,Peinture,Sculpture",,Le temps d’une soirée,Accès permanent
1425,Collectivité de Corse,20200,20,Ville Di Pietrabugno,https://www.isula.corsica/patrimoine/,,a Cultura,"Expos, musées",Tous publics,"Images, collections numérisées, bases de données","Architecture et patrimoine,Histoire",,Le temps d’un vrai déjeuner,Accès permanent
1445,Musée de La Poste,75001,75,Paris,https://www.museedelaposte.fr/histoires-de-timbres,,Histoires de timbres,Approfondir ses connaissances,Tous publics,"Ressources pédagogiques,Images, collections numérisées, bases de données","Éducation artistique et culturelle,Histoire,Musées",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1472,Centre d'art contemporain La Traverse,94140,94,Alfortville,https://www.cac-latraverse.com/culture-chez-vous/,Primaire|Collège|Lycée,Des expositions en BD,"Expos, musées",Tous publics,Ressources pédagogiques,"Arts visuels,Bande dessinée,Éducation artistique et culturelle,Musées,Peinture,Photographie,Sculpture",Navigation au clavier,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1590,Mobilier national,75001,75,Paris,https://artsandculture.google.com/partner/mobilier-national-manufactures-gobelins,,Dans les coulisses du Mobilier national,"Expos, musées",Tous publics,"Images, collections numérisées, bases de données","Arts décoratifs, design, métiers d’art",,Le temps d’un week-end,Accès permanent
1595,Le Centre des monuments nationaux,75001,75,Paris,https://regards.monuments-nationaux.fr/,,"Regards, Banque d’images des monuments","Expos, musées",Tous publics,"Images, collections numérisées, bases de données","Archéologie,Architecture et patrimoine,Archives,Éducation artistique et culturelle,Monuments historiques,Musées,Peinture,Sculpture",,Toute une vie ne suffit pas,Accès permanent
1645,Réunion des Musées Métropolitains Rouen Normandie,76000,76,Rouen,https://my.matterport.com/show/?m=y4xvQdfFUqb,,"Exposition virtuelle - L'herbier secret de Giverny, Monet et Hoschedé en botanistes","Expos, musées",Tous publics,"Images, collections numérisées, bases de données,Expositions virtuelles","Arts visuels,Musées,Parcs et jardins,Peinture,Sciences",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1743,Radio France,75001,75,Paris,https://www.francemusique.fr/radios-thematiques/classique-easy,,Radios thématiques,Audios,Tous publics,"Audio, radio, podcasts","Audiovisuel,Cinéma",,Toute une vie ne suffit pas,Accès permanent
1744,Ville de Roubaix,59100,59,Roubaix,https://carto.ville-roubaix.fr/portal/apps/webappviewer/index.html?id=c2d07a66ec254ad182cec376c891f989,,Le Matrimoine à Roubaix,Approfondir ses connaissances,Tous publics,"Images, collections numérisées, bases de données","Architecture et patrimoine,Littérature, sciences humaines, langues",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1780,Domaine national de Chambord,41250,41,CHAMBORD,https://www.youtube.com/watch?v=WQfLnoGZ75g,,Visite privée du château de Chambord confiné,"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé","Architecture et patrimoine,Histoire,Monuments historiques,Musées,Parcs et jardins",,Le temps d’un vrai déjeuner,Accès permanent
1844,Abbaye de Longues,14400,14,Longues sur mer,https://sketchfab.com/search?q=abbaye+de+longues&sort_by=-relevance&type=models,,Visite numérique,"Films, documentaires, vidéos",Tous publics,Ressources pédagogiques,Architecture et patrimoine,Navigation au clavier,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
2027,Musée art Roger-Quilliot Clermont Auvergne Métropole,63100,63,Clermont-Ferrand,https://www.clermontmetropole.eu/bouger-se-divertir/le-dynamisme-culturel/les-musees-de-clermont-auvergne-metropole/marq-musee-dart-roger-quilliot/kit-decouverte-un-musee-dart-cest-quoi/,Primaire,Kit découverte un musée d'art c'est quoi?,"Expos, musées",Enfants,Création et pratiques artistiques,"Éducation artistique et culturelle,Musées",,Le temps d’une soirée,Accès permanent
2117,Ecole supérieure de journalisme de Lille,59000,59,Lille,https://www.youtube.com/results?search_query=tutos+de+l%27info,,Les tutos de l'info,"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé",Éducation aux médias,,Toute une vie ne suffit pas,Accès permanent
2191,France Télévisions,75001,75,Paris,https://www.lumni.fr/programme/mediatropismes,Collège|Lycée,Médiatropismes (Lumni),Approfondir ses connaissances,Enfants,"Vidéo, flux en direct, programmes en différé,Ressources pédagogiques,Cours en ligne, cours en ligne ouverts et massifs, conférences, tutoriels",Éducation aux médias,,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
2319,France Télévisions,75001,75,Paris,https://www.lumni.fr/programme/info-intox,,Info ou Intox,"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé,Ressources pédagogiques",Éducation aux médias,,Le temps d’une soirée,Accès permanent
2320,France Télévisions,75001,75,Paris,https://www.lumni.fr/programme/ma-vie-de-profil,,Ma vie de profil,"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé",Éducation aux médias,,Le temps d’une soirée,Accès permanent
2326,Radio France,75001,75,Paris,https://www.franceculture.fr/emissions/mecaniques-du-complotisme,,Mécanismes du complotisme,"Actualités, débats",Tous publics,"Audio, radio, podcasts",Éducation aux médias,,Le temps d’un week-end,Accès permanent
2390,Centre des arts,95880,95,Enghien Les Bains,https://mooc-culturels.fondationorange.com/enrol/synopsis/index.php?id=208,,MOOC Art et création numérique,Approfondir ses connaissances,Tous publics,"Cours en ligne, cours en ligne ouverts et massifs, conférences, tutoriels","Arts numériques,Arts visuels,Danse,Musique, concerts et opéras",,Le temps d’un week-end,Accès permanent
2527,Musée national de la Renaissance,95440,95,Écouen,https://musee-renaissance.fr/actualite/visite-virtuelle-3d-de-lexposition-le-renouveau-de-la-passion,,Visite virtuelle 3D de l’exposition « Le renouveau de la Passion »,"Expos, musées",Tous publics,Expositions virtuelles,Musées,,Le temps d’un vrai déjeuner,Accès permanent
2683,Muséum national d'Histoire naturelle,75001,75,Paris,https://www.mnhn.fr/fr/pour-que-nature-vive,,Pour que nature vive,Audios,Tous publics,"Audio, radio, podcasts",Sciences,,Le temps d’un vrai déjeuner,Accès permanent
2705,Orchestre de chambre de Paris,75001,75,Paris,https://www.jechanteaveclorchestre.com/,,Je chante avec l'orchestre,Approfondir ses connaissances,,"Vidéo, flux en direct, programmes en différé,Ressources pédagogiques,Cours en ligne, cours en ligne ouverts et massifs, conférences, tutoriels","Musique, concerts et opéras",,Le temps d’un week-end,Accès permanent
736,Cinémathèque de Nouvelle-Aquitaine,87000,87,Limoges,https://www.memoirefilmiquenouvelleaquitaine.fr/films,,Films amateurs,"Films, documentaires, vidéos",Tous publics,"Vidéo, flux en direct, programmes en différé,Ressources pédagogiques,Images, collections numérisées, bases de données","Audiovisuel,Cinéma,Histoire",,Toute une vie ne suffit pas,Accès permanent
870,Jardin des sciences de l'Université,67000,67,Strasbourg,http://jardin-sciences.unistra.fr/planetarium/ressources-en-ligne/,,Le ciel étoilé à votre portée,Approfondir ses connaissances,Tous publics,"Vidéo, flux en direct, programmes en différé",Sciences,,Le temps d’un vrai déjeuner,Accès permanent
928,Maison de la Poésie,75001,75,Paris,https://soundcloud.com/maison-de-la-poesie/tracks,,Poscasts,Audios,Tous publics,"Audio, radio, podcasts","Littérature, sciences humaines, langues",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
961,MUS - Musée d'Histoire Urbaine et Sociale de Suresnes,92150,92,Suresnes,https://padlet.com/daacversailles/mussuresnes,107|Primaire|Collège|Lycée,Ressources pédagogiques en ligne,Approfondir ses connaissances,Enfants,Ressources pédagogiques,"Architecture et patrimoine,Éducation artistique et culturelle,Histoire,Musées",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
991,Musée de Bretagne,35011,35,Rennes,https://musee-devoile.blog/,,Le musée dévoilé,Approfondir ses connaissances,Tous publics,"Images, collections numérisées, bases de données",Musées,,Le temps d’un vrai déjeuner,Accès permanent
1000,Musée de la gendarmerie nationale,75001,75,Paris,https://my.matterport.com/show/?m=VGpPxCmx6VB,,"Exposition ""Des animaux et de gendarmes. Que croyez-vous savoir ?""","Expos, musées",Tous publics,Expositions virtuelles,Musées,,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1005,Musée de Lodève,34700,34,Lodève,https://www.museedelodeve.fr/explorer,,Collections en ligne,"Expos, musées",Tous publics,"Images, collections numérisées, bases de données",Archéologie,,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1149,Radio France,75001,75,Paris,https://www.maisondelaradio.fr/videos/1548/Jeune-public---Les-cles-des-medias,,La clé des médias,"Actualités, débats",Tous publics,"Vidéo, flux en direct, programmes en différé",Éducation aux médias,,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1268,Musée International de la Parfumerie,06131,06,Grasse,https://musees.paysdegrasse.fr/les-tutos,Primaire|Collège|Lycée,Les tutos des Musées de Grasse,Jeux,Enfants,Création et pratiques artistiques,"Musées,Parcs et jardins",,Le temps d’une soirée,Accès permanent
1298,Musée des Arts Décoratifs,75001,75,Paris,https://madparis.fr/Les-Petits-Ateliers,Maternelle|Primaire|Collège,Les « Petits ateliers » du Musée des Arts Décoratifs,Partager ses passions,Enfants,Création et pratiques artistiques,"Arts décoratifs, design, métiers d’art",,Le temps d’un vrai déjeuner,Accès permanent
1309,Archives départementales - Ille-et-Vilaine,35000,35,Rennes,https://bdhistoire.ille-et-vilaine.fr/10/index.html,,Vers la liberté : parcours américain (1944-1945),Approfondir ses connaissances,Tous publics,Expositions virtuelles,Histoire,,Le temps d’une soirée,Accès permanent
1344,France Télévisions,75001,75,Paris,https://www.lumni.fr/college/troisieme/education-aux-medias-et-a-l-information,Collège,Education aux médias et à l'information,"Actualités, débats",Enfants,"Vidéo, flux en direct, programmes en différé",Éducation aux médias,,Le temps d’un week-end,Accès permanent
1384,Noto,75001,75,Paris,https://www.noto-revue.fr/lire-noto/,,Revue d'art,"Actualités, débats",Tous publics,Création et pratiques artistiques,"Arts décoratifs, design, métiers d’art,Arts visuels,Photographie",,Le temps d’un vrai déjeuner,Accès permanent
1458,Théâtre des 2 Rives - Centre Dramatique National de Normandie - Rouen,76176,76,Rouen,https://www.cdn-normandierouen.fr/category/culturecheznous/,,Journal de création,"Actualités, débats",Tous publics,"Vidéo, flux en direct, programmes en différé","Théâtre, Spectacles",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1642,Réunion des Musées Métropolitains Rouen Normandie,76000,76,Rouen,https://my.matterport.com/show/?m=xEfApiiMSE4,,Exposition virtuelle - Léon-Jules Lemaitre Par les rues de Rouen,"Expos, musées",Tous publics,"Images, collections numérisées, bases de données,Expositions virtuelles","Arts visuels,Musées,Peinture",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1680,Pôle d’Interprétation de la Préhistoire,24620,24,Les Eyzies,https://www.pole-prehistoire.com/fr/actualites-fr/chez-nos-partenaires/817-le-mooc-prehistoire-un-nouveau-regard,,"Le MOOC ""Préhistoire, un nouveau regard""",Approfondir ses connaissances,Tous publics,"Cours en ligne, cours en ligne ouverts et massifs, conférences, tutoriels",Archéologie,,Le temps d’un week-end,Accès permanent
1775,"LaM - Lille Métropole Musée d'art moderne, d'art contemporain et d'art brut",59650,59,Villeneuve d'Ascq,https://www.musee-lam.fr/fr/lhistoire-du-lam,,Immergez-vous dans l'histoire du LaM !,"Expos, musées",Parents / Éducateurs,"Images, collections numérisées, bases de données","Architecture et patrimoine,Arts visuels,Histoire,Monuments historiques,Musées,Peinture,Sculpture",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
1867,Théâtre 14,75001,75,Paris,https://www.youtube.com/channel/UCRS7lzRG6b5zJnSVQ3u-pSQ/playlists,,Le théâtre 14 en ligne,"Actualités, débats",Tous publics,"Vidéo, flux en direct, programmes en différé","Littérature, sciences humaines, langues,Théâtre, Spectacles",,Toute une vie ne suffit pas,Accès permanent
2130,Lumières sur l'info,75006,75,PARIS,https://www.youtube.com/channel/UCEvjOO-b1fycyQ6MpZyvQgw/videos,,#Mytho (Chaîne Youtube),Approfondir ses connaissances,Tous publics,"Vidéo, flux en direct, programmes en différé",Éducation aux médias,Sous-titrage,Toute une vie ne suffit pas,Accès permanent
2236,Livre de poche jeunesse,92178,92,Vanves,https://podcast.ausha.co/dans-ta-poche,,Dans ta poche,Audios,Tous publics,"Audio, radio, podcasts","Littérature, sciences humaines, langues",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
2244,La Commune Centre dramatique national d'Aubervilliers,93300,93,Aubervilliers,https://www.instagram.com/_jeanne_dark_/,,_jeanne_dark,"Concerts, spectacles",Tous publics,"Vidéo, flux en direct, programmes en différé","Théâtre, Spectacles",,Le temps d’un vrai déjeuner,Accès permanent
2423,Centre Pompidou,75001,75,Paris,https://www.youtube.com/playlist?list=PL5RSjCvtcKQiTZxltkA5owjW2o45rh02N,,Chefs d'oeuvre #PompidouVIP,"Expos, musées",Tous publics,"Vidéo, flux en direct, programmes en différé","Arts visuels,Musées",,Le temps de manger un sandwich pendant une pause déjeuner,Accès permanent
2501,Visite 360 Pro,59110,59,La Madeleine,https://tour13.art/,,La Tour 13 en 360° (Visite virtuelle),"Expos, musées",Parents / Éducateurs,"Vidéo, flux en direct, programmes en différé,Images, collections numérisées, bases de données,Expositions virtuelles","Art urbain (graph, hip hop, street art…)",Navigation au clavier,Le temps d’un week-end,Accès permanent
2574,UMA,75001,75,Paris,https://podcasts.audiomeans.fr/art-talks-ba2ab867b58d,,Art Talks,Audios,Parents / Éducateurs,"Audio, radio, podcasts","Arts numériques,Arts visuels,Audiovisuel,Éducation artistique et culturelle,Histoire,Peinture","Audiodescription (AD),Facile à lire et à comprendre (FALC)",Le temps d’un vrai déjeuner,Accès permanent
2585,Château des ducs de Bretagne - Musée d'histoire de Nantes,44000,44,Nantes,https://www.chateaunantes.fr/visites-virtuelles/,,Visites virtuelles d'expositions,"Expos, musées",Tous publics,Expositions virtuelles,"Musées,Musique, concerts et opéras",,Le temps d’un vrai déjeuner,Accès permanent
2604,Keeku,75001,75,Paris,https://keeku.co/,Maternelle|Primaire,"Keeku, Le coin des podcasts pour enfants",Audios,Enfants,"Audio, radio, podcasts",Éducation artistique et culturelle,Facile à lire et à comprendre (FALC),Toute une vie ne suffit pas,Accès permanent
